Fu_r1	Fu_r2	Fu_r3	Mb_r1	Mb_r2	Mb_r3	Mb_r4	Fd_r1	Fd_r2	Fd_r3	Fc_r1	Fc_r2	Fc_r3	baseMean_FuMb	baseMean_Fu	baseMean_Mb	FC_MbByFu	log2FC_MbByFu	pval_FuMb	padj_FuMb	baseMean_Fd	baseMean_Fc	crl_wFd	crl_wFc	mbStatus
chr18:45929310-45929701	2.84938424340522	1.37336686628923	1.83386550036478	7.708188322284	14.4364336653075	15.6946486705912	11.2571120297447	10.8698686099271	15.6102829019193	6.1811674219731	2.28895311325193	5.02884876887047	3.39433188381402	8.28571428571429	2.33333333333333	12.75	5.46428571428571	2.45003292063505	0.000148234780728765	0.00813071054892018	10.8871063112732	3.57071125531214	0.821162205882223	0.118788280509965	mbOpen
chr1:41262591-41263276	3.09979728202273	2.01859867905351	2.93097218948811	14.8495153500643	15.0386542375501	14.7595803957213	19.5035628567897	14.487708789455	18.4473022682751	9.36060599013535	4.591558793561	5.9270128508262	4.32210322634107	10.8571428571429	3.33333333333333	16.5	4.95	2.30742852519225	5.64477320959353e-05	0.00440494487909889	14.0985390159552	4.94689162357609	0.81761055817381	0.122548730904513	mbOpen
chr17:1843067-1843804	2.56096624536176	2.25869467927975	3.8916765842205	12.2682563121291	27.5722171333607	22.2494170812729	16.0898803421072	21.4983323610683	16.9031004661786	13.0502342671154	3.31345817892552	4.24895896030047	2.97823306348842	13	3.33333333333333	20.25	6.075	2.60288440871842	2.61479095527118e-06	0.000519232620685407	17.1505556981208	3.51355006757147	0.816781617622903	0.010653205964816	mbOpen
chr9:92857899-92858373	1.54852612046664	1.67100212227987	2.42039294731688	14.7038977397788	22.4773597055227	19.4196443993707	20.319799689134	21.2079062922665	17.6302003019101	10.4057369413222	1.4565688979265	3.80258061795216	2.15381980943084	12.2857142857143	2.33333333333333	19.75	8.46428571428571	3.08138832684066	2.37610331805629e-07	0.000104942651406886	16.4146145118329	2.47098977510316	0.808494613119593	0.0079037191446793	mbOpen
chr19:49492990-49493488	1.23702183418516	1.94091486043044	3.45562125610905	15.130028283198	14.7350185383048	21.5138821718488	20.4843271513145	21.6476457814475	14.6021922649063	10.1023407558041	3.92805628497046	5.08167673916668	2.56252658049753	11.7142857142857	2.66666666666667	18.5	6.9375	2.79441586635011	1.93281940392964e-06	0.000430534681869065	15.450726267386	3.85741986821156	0.807414290571747	0.07520546536073	mbOpen
chr3:31276545-31277066	1.81135520425299	1.88099858274921	2.2020465585954	15.1852049698354	10.0216835813821	8.10979895121135	18.0891635149755	11.5891591220892	12.1270653107183	10.8870771721971	4.22091238750806	6.39491746568189	4.11499469924656	8.85714285714286	2.33333333333333	13.75	5.89285714285714	2.55896729218821	5.74984203239207e-05	0.0044204412806171	11.5344338683349	4.91027485081217	0.805935813284807	0.225717505180628	mbOpen
chr5:138290913-138291360	0.996965762122096	0.84091836980618	2.08535533296513	17.2776799489003	13.2592345442774	14.853709744133	19.6936501280992	15.9266584766633	12.7478793248519	12.5790693816842	3.51814068634148	2.68817779703106	2.51230793878577	10.2857142857143	1.66666666666667	16.75	10.05	3.32912359629157	3.95710723674643e-07	0.00014564087700854	13.7512023943998	2.9062088073861	0.801184689131479	0.0821795894399626	mbOpen
chr2:218710957-218711509	3.68045464773175	2.72384428480697	3.76706538199931	29.3473211645292	18.534275513012	41.4611022769886	20.7318479881131	27.5397384806507	28.3774820526589	12.7775663289257	5.62837220883555	11.4119168435556	3.05163491477511	17.5714285714286	3.66666666666667	28	7.63636363636364	2.93288580414146	3.30773141461225e-06	0.000607830053536516	22.8982622874118	6.69730798905541	0.790339546058018	0.124546903659812	mbOpen
chr4:1697644-1698062	0.689850922087581	0.963492424735207	1.2007870513154	20.2789434106739	12.1535430785209	24.1873506484907	23.5375978803752	19.4903177826065	18.1383761537346	12.2717992406559	1.03996386492041	1.39378335539844	1.46542189904816	12.4285714285714	1.33333333333333	20.75	15.5625	3.96000193206808	2.16793133889878e-09	4.40747323519832e-06	16.6334977256657	1.299723039789	0.787991299175915	-0.00173100224262643	mbOpen
chr2:95969069-95969654	1.85964940877285	1.74405853840388	2.20628126351578	17.065896004561	12.0612084682377	10.9198426374603	21.2441909074156	15.2074256866935	14.4887628773252	9.35875971676451	2.7974975680594	2.76984660189812	2.35594751462358	10.1428571428571	2.33333333333333	16	6.85714285714286	2.77760757866355	7.0284297515926e-06	0.0010513747549773	13.0183160935944	2.6410972281937	0.781828006848371	0.0225193093800269	mbOpen
chr11:75091705-75092074	1.59843506337366	1.41886662222523	1.55456132388645	14.2935714350212	13.7674282027689	6.27046850124956	11.6476026367385	9.48706621380851	10.6288701633426	8.82203453854532	2.84120846756033	4.44055977558345	1.66001721897596	7.71428571428571	2	12	6	2.58496250072116	0.000127973910309172	0.0073568341141423	9.64599030523214	2.98059515403992	0.764599030523214	0.0980595154039915	mbOpen
chr10:88434632-88435198	1.48208254639311	1.77888619054469	2.78708675514802	14.97632216548	15.58261253074	21.0620403226217	14.9126901058349	13.4481862352286	16.5547903431262	10.6315009866215	4.99219403001546	9.00664774270283	3.51727146617831	10.7142857142857	2.33333333333333	17	7.28571428571429	2.86507041991389	2.80535866318314e-06	0.000542769098095408	13.5448258549921	5.83870441296553	0.764419944658554	0.239002573611286	mbOpen
chr22:23579270-23579961	2.44692418239748	2.85589751713843	4.35828353791466	22.0808639973821	10.6194489610359	16.8152162769147	20.0836001595792	18.792878185239	12.9044981790389	12.1345048152205	4.1076226614946	5.16415895174944	4.3584460774633	11.8571428571429	3.66666666666667	18	4.90909090909091	2.29545588352617	3.45116821714184e-05	0.0031106901929609	14.6106270598328	4.54340923023578	0.763532120453451	0.0611680858304033	mbOpen
chr6:138978210-138978528	0.906785174316379	0.802102393841406	1.12742360163935	10.6623878561782	9.54087103831822	4.11258372990075	12.0500658330977	6.69940914302091	8.54722816025635	7.91032342199754	2.5329641526835	2.00383750879316	1.12364373076911	6.14285714285714	1.33333333333333	9.75	7.3125	2.8703647195834	0.000191568104140707	0.00942975954898	7.71898690842493	1.88681513074859	0.758691513872269	0.065760213554288	mbOpen
chr16:67426968-67427219	3.28984682764476	2.35332704856971	4.57078190051077	12.0075762311277	20.5208728141869	25.049831943542	18.3612018524998	20.5581420209749	15.6732040808223	11.5938979801201	4.94098604019954	6.09294337335036	4.47411015393322	13	4	19.75	4.9375	2.3037807481771	1.7929604665878e-05	0.00197628373081783	15.9417480273058	5.16934652249438	0.758206223955923	0.0742442236504365	mbOpen
chr5:135370701-135371021	0.409598984989501	0.880993385867255	1.34445264495493	11.1844005949703	11.0246983654985	15.7187695445726	17.1530244553234	12.0772420037769	13.6347970273563	8.16915385749672	2.11758818597856	2.44647090136051	1.59517279635971	8.85714285714286	1.33333333333333	14.5	10.875	3.44294349584873	1.09727553693833e-06	0.000289621279733753	11.2937309628766	2.05307729456626	0.756485895914682	0.0546640983214882	mbOpen
chr10:125060600-125061438	1.62666518143802	1.05731221215572	2.48140822298761	16.1844359821703	10.1879790146087	12.0047881963323	16.0662362620222	11.2038199245663	15.8332006640297	7.47499465863617	3.7837573386603	9.36385820934787	4.32485989657431	9.28571428571429	2.33333333333333	14.5	6.21428571428571	2.63558857379112	2.83950707213866e-05	0.0027256889073016	11.5040050824107	5.82415848152749	0.753753842389923	0.286917135468013	mbOpen
chr20:22904664-22905032	1.13975369736209	0.693121090330346	0.974241047068787	8.70182197320343	6.90241984622516	10.3880563946741	17.0263819449888	8.8146557320111	9.42676629831476	8.17585537829861	1.28549241806738	2.02841874531407	1.52581745738755	7	1.33333333333333	11.25	8.4375	3.07681559705083	9.81733080152696e-05	0.00631475015111479	8.80575913620816	1.61324287358967	0.753521929701663	0.0282261721266892	mbOpen
chr9:140583183-140583640	0.889107643565831	0.969395660597917	1.56901840403201	11.1290131452889	6.48454906049453	12.9877623195418	11.3310099205307	11.1741043870146	7.93003225371705	6.58362096108072	1.09109865657951	1.67322624366624	1.11697001058011	6.85714285714286	1.33333333333333	11	8.25	3.04439411935845	4.77109845641385e-05	0.00392225328238731	8.56258586727079	1.29376497027529	0.747853710407323	-0.00409327893703937	mbOpen
chr11:64625971-64626348	0.973476632760193	0.854620336422953	0.570589981943735	9.99304255309365	9.54499083951914	16.5443176532796	10.4389558769197	9.42773309096644	13.4389441790991	4.5790762826667	1.59394055938729	1.49706935670201	1.08319425959705	7.28571428571429	1	12	12	3.58496250072116	4.39039968679838e-06	0.000755815567587128	9.14858451757743	1.39140139189545	0.740780410688857	0.0355819447177682	mbOpen
chr10:103663601-103664209	0.926987176555186	0.772801215673031	1.76901663809859	12.0828704488599	10.9086489090196	9.34853136071949	18.5668288543223	11.3218641324225	9.56827861568863	9.4914697251948	1.30377822771272	2.60517709202404	1.51121633339341	8.14285714285714	1.33333333333333	13.25	9.9375	3.31288295528436	4.1278029830931e-06	0.000714129122067287	10.1272041577686	1.80672388437672	0.737947202050514	0.0397250812064384	mbOpen
chr1:155938273-155938937	1.93449159175764	2.2441828073727	3.34763309185564	20.1418501520074	21.0399062782526	33.2556136388789	24.4096233440156	25.6514928785623	19.0486794996709	13.6678727872644	7.64430561339839	7.78702982332736	4.76629943972541	15.8571428571429	3	25.5	8.5	3.08746284125034	1.61810792222665e-08	1.54894076025757e-05	19.4560150551659	6.73254495881706	0.73137844689626	0.165890887058536	mbOpen
chr9:86045610-86045956	0.984931663327355	0.737192373530541	1.65789921535868	10.343954307487	6.72952686356441	10.9031927476804	11.8232211318185	6.59043452658347	11.4732301338884	5.27444550511295	1.40418106344745	1.63119984819843	1.62283475236595	6.42857142857143	1.33333333333333	10.25	7.6875	2.94251450533924	0.000109613855463797	0.00674649313871149	7.77937005519493	1.55273855467061	0.722920006190086	0.0246061930471712	mbOpen
chr2:71679743-71680086	4.47095801691164	2.85714361986104	3.3447995831726	19.7704917683071	11.9311021378223	18.4775739952527	17.5125218048739	15.4497559693939	16.0222821573994	9.20316139510055	5.03216951616006	6.05107183413325	4.16698199865395	11.5714285714286	4	17.25	4.3125	2.10852445677817	0.000123050005830952	0.00723254228665019	13.5583998406313	5.08340778298242	0.721388667217455	0.0817666251307487	mbOpen
chr1:30850602-30851002	2.29375431594121	1.7116442925421	2.50964493724919	16.0113524306943	18.8742836017335	17.7307720462779	21.7487404414667	19.109475436447	12.0701481881515	12.0841823099574	2.01370650138339	3.18610163898113	1.02091058967022	12	2.66666666666667	19	7.125	2.83289001416474	1.2527386441154e-06	0.000314129410543093	14.421268644852	2.07357291001158	0.719669508868488	-0.0363118626523525	mbOpen
chr15:69832889-69833412	0.576414632795932	0.821394179302622	1.23391447338119	22.6907030285399	8.90407760915215	10.7717151142922	21.8814150849683	16.6622352247783	8.68442076280852	10.8454439898943	0.953407430319002	1.91461994148005	1.46402092208922	9.85714285714286	1.33333333333333	16.25	12.1875	3.60733031374961	2.84101052556401e-05	0.0027256889073016	12.064033325827	1.44401609796276	0.719376535809633	0.00742007360644196	mbOpen
chr14:69060506-69061060	1.30125309310744	2.08397266452354	3.62403601046815	19.7209267568543	8.15111272654909	13.1651788243352	16.8247089542032	17.043915233187	9.7047498914406	8.1018241376713	4.66183844226054	3.31919820048575	3.04061818223079	9.85714285714286	3	15	5	2.32192809488736	9.52828036451773e-05	0.00616982647809806	11.6168297540996	3.67388494165903	0.718069146174969	0.0561570784715858	mbOpen
chr6:160400210-160400652	4.27020842269597	2.94613603720315	3.08230470638233	17.4731288171005	10.3761866969398	17.1839580179581	19.3306516528873	13.4909791476241	16.3443602078539	9.59682037728634	7.26050896857329	6.21979764041564	6.58279452615412	11.2857142857143	4	16.75	4.1875	2.06608919045777	0.00018133119061142	0.00914856099972887	13.1440532442548	6.68770037838102	0.717180646608217	0.210800029676943	mbOpen
